날짜,지역코드,최저기온(°C),0.5m 지중온도(°C),평균 증기압(hPa),가조시간(hr),평균 상대습도(%),파워,lag_1d,lag_7d,휴일여부
2023-08-23,1114016400,23.2,27.9,28.5,13.4,91.3,7614.172,8306.369,7264.396,False
2023-08-24,1114016400,22.3,27.3,26.8,13.3,84.8,7113.241,7614.172,7855.448,False
2023-08-25,1114016400,24.0,27.3,26.6,13.3,77.9,7502.143,7113.241,7960.533,False
2023-08-26,1114016400,23.3,27.4,24.4,13.2,72.3,4786.04,7502.143,5293.677,True
2023-08-27,1114016400,22.7,27.4,25.2,13.2,75.0,4213.784,4786.04,4621.793,True
2023-08-28,1114016400,,,,,,,4213.784,8801.068,False
2023-08-29,1114016400,22.5,26.6,26.5,13.1,89.6,6664.755,,8306.369,False
2023-08-30,1114016400,21.5,26.1,24.4,13.1,88.0,6353.899,6664.755,7614.172,False
2023-08-31,1114016400,21.0,25.9,22.3,13.1,76.9,6548.382,6353.899,7113.241,False
2023-09-01,1114016400,19.7,25.9,21.0,13.0,70.6,6457.551,6548.382,7502.143,False
2023-09-02,1114016400,19.7,25.9,20.0,13.0,63.9,4200.472,6457.551,4786.04,True
2023-09-03,1114016400,23.1,26.0,25.7,12.9,77.8,4002.004,4200.472,4213.784,True
2023-09-04,1114016400,24.3,26.2,28.3,12.9,79.9,7258.218,4002.004,,False
2023-09-05,1114016400,25.0,26.5,26.6,12.9,69.5,7439.887,7258.218,6664.755,False
2023-09-06,1114016400,24.0,26.8,23.9,12.8,65.1,7483.296,7439.887,6353.899,False
2023-09-07,1114016400,20.9,26.8,18.1,12.8,54.8,7033.85,7483.296,6548.382,False
2023-09-08,1114016400,19.6,26.6,19.1,12.7,60.3,6741.295,7033.85,6457.551,False
2023-09-09,1114016400,20.8,26.4,21.5,12.7,66.3,4513.292,6741.295,4200.472,True
2023-09-10,1114016400,,,,,,,4513.292,4002.004,True
2023-09-11,1114016400,23.1,26.3,21.6,12.6,67.3,6828.482,,7258.218,False
2023-09-12,1114016400,21.7,26.2,22.6,12.6,69.8,7055.666,6828.482,7439.887,False
2023-09-13,1114016400,19.6,26.1,22.3,12.5,84.5,6713.7210000000005,7055.666,7483.296,False
2023-09-14,1114016400,19.2,25.6,20.5,12.5,72.4,6433.968,6713.7210000000005,7033.85,False
2023-09-15,1114016400,20.3,25.4,22.1,12.5,82.3,5929.515,6433.968,6741.295,False
2023-09-16,1114016400,22.0,25.3,25.9,12.4,87.8,4038.696,5929.515,4513.292,True
2023-09-17,1114016400,22.0,25.2,26.1,12.4,84.8,3849.101,4038.696,,True
2023-09-18,1114016400,22.1,25.4,24.3,12.4,79.1,6794.8910000000005,3849.101,6828.482,False
2023-09-19,1114016400,21.6,25.5,24.2,12.3,81.1,6782.782,6794.8910000000005,7055.666,False
2023-09-20,1114016400,18.8,25.4,21.8,12.3,90.4,5899.086,6782.782,6713.7210000000005,False
2023-09-21,1114016400,17.5,24.7,16.5,12.2,70.9,3767.515,5899.086,6433.968,False
2023-09-22,1114016400,15.2,24.2,15.8,12.2,68.4,5530.371,3767.515,5929.515,False
2023-09-23,1114016400,16.3,23.9,16.1,12.2,63.9,3720.979,5530.371,4038.696,True
2023-09-24,1114016400,17.9,23.8,14.3,12.1,56.4,3188.857,3720.979,3849.101,True
2023-09-25,1114016400,17.9,23.7,16.9,12.1,66.4,5610.9130000000005,3188.857,6794.8910000000005,False
2023-09-26,1114016400,18.6,23.6,22.3,12.0,95.8,5540.113,5610.9130000000005,6782.782,False
2023-09-27,1114016400,20.0,23.3,23.1,12.0,90.1,4966.6630000000005,5540.113,5899.086,False
2023-09-28,1114016400,19.6,23.4,21.2,12.0,78.3,3299.963,4966.6630000000005,3767.515,True
2023-09-29,1114016400,17.4,23.6,14.9,11.9,61.5,2960.453,3299.963,5530.371,True
2023-09-30,1114016400,17.1,23.5,17.7,11.9,77.0,3141.77,2960.453,3720.979,True
2023-10-01,1114016400,14.4,23.0,12.2,11.8,59.5,2940.079,3141.77,3188.857,True
2023-10-02,1114016400,12.9,22.4,10.7,11.8,53.8,3101.001,2940.079,5610.9130000000005,False
2023-10-03,1114016400,14.4,21.9,13.0,11.7,66.3,3077.221,3101.001,5540.113,True
2023-10-04,1114016400,14.2,21.5,14.8,11.7,75.5,4971.439,3077.221,4966.6630000000005,False
2023-10-05,1114016400,9.9,21.1,7.4,11.7,46.1,4599.704,4971.439,3299.963,False
2023-10-06,1114016400,9.6,20.5,9.5,11.6,55.3,4529.526,4599.704,2960.453,False
2023-10-07,1114016400,11.7,20.2,11.7,11.6,62.6,3215.777,4529.526,3141.77,True
2023-10-08,1114016400,15.2,20.2,13.0,11.6,67.1,2766.431,3215.777,2940.079,True
2023-10-09,1114016400,14.1,20.0,13.3,11.5,68.1,3125.736,2766.431,3101.001,True
2023-10-10,1114016400,11.9,20.0,12.5,11.5,67.1,4644.542,3125.736,3077.221,False
2023-10-11,1114016400,12.9,19.9,11.1,11.4,57.5,4396.159,4644.542,4971.439,False
2023-10-12,1114016400,12.0,19.8,12.2,11.4,62.4,4667.8330000000005,4396.159,4599.704,False
2023-10-13,1114016400,14.3,19.8,13.7,11.4,69.6,4593.682,4667.8330000000005,4529.526,False
2023-10-14,1114016400,12.9,19.7,14.1,11.3,84.9,3110.141,4593.682,3215.777,True
2023-10-15,1114016400,10.9,19.2,14.3,11.3,80.0,2910.975,3110.141,2766.431,True
2023-10-16,1114016400,10.7,19.1,9.3,11.2,57.0,4322.895,2910.975,3125.736,False
2023-10-17,1114016400,7.5,18.8,8.4,11.2,55.6,4520.281,4322.895,4644.542,False
2023-10-18,1114016400,9.2,18.3,11.9,11.2,67.0,4267.361,4520.281,4396.159,False
2023-10-19,1114016400,14.9,18.4,16.1,11.1,82.5,4542.135,4267.361,4667.8330000000005,False
2023-10-20,1114016400,7.2,18.5,6.4,11.1,46.9,4200.948,4542.135,4593.682,False
2023-10-21,1114016400,5.9,17.8,6.7,11.1,54.8,2974.875,4200.948,3110.141,True
2023-10-22,1114016400,5.4,17.1,9.8,11.0,67.3,2770.798,2974.875,2910.975,True
2023-10-23,1114016400,11.1,16.9,12.4,11.0,73.8,4415.727,2770.798,4322.895,False
2023-10-24,1114016400,11.2,17.1,13.8,10.9,78.5,4415.791,4415.727,4520.281,False
2023-10-25,1114016400,12.7,17.2,14.6,10.9,78.6,4434.08,4415.791,4267.361,False
2023-10-26,1114016400,14.6,17.5,15.5,10.9,79.4,4609.138,4434.08,4542.135,False
2023-10-27,1114016400,12.6,17.9,12.4,10.8,71.1,4423.04,4609.138,4200.948,False
2023-10-28,1114016400,9.4,17.7,9.7,10.8,62.9,3047.132,4423.04,2974.875,True
2023-10-29,1114016400,9.8,17.3,10.0,10.8,61.6,2718.426,3047.132,2770.798,True
2023-10-30,1114016400,9.7,17.1,12.1,10.7,72.0,4214.997,2718.426,4415.727,False
2023-10-31,1114016400,12.7,17.200000000000003,14.0,10.7,76.0,4328.5,4214.997,4415.791,False
2023-11-01,1114016400,17.2,17.3,17.9,10.7,81.8,4306.884,4328.5,4434.08,False
2023-11-02,1114016400,18.7,17.7,17.0,10.6,70.9,4534.108,4306.884,4609.138,False
2023-11-03,1114016400,17.7,18.3,18.7,10.6,83.3,4630.026,4534.108,4423.04,False
2023-11-04,1114016400,14.1,18.5,14.9,10.5,75.5,3203.291,4630.026,3047.132,True
2023-11-05,1114016400,15.1,18.4,17.2,10.5,87.0,2915.361,3203.291,2718.426,True
2023-11-06,1114016400,6.6,18.2,13.5,10.5,84.9,4473.041,2915.361,4214.997,False
2023-11-07,1114016400,3.6,17.4,5.7,10.4,62.5,4538.401,4473.041,4328.5,False
2023-11-08,1114016400,1.8,16.0,5.7,10.4,55.1,4645.933,4538.401,4306.884,False
2023-11-09,1114016400,5.9,15.1,10.1,10.4,73.1,4597.261,4645.933,4534.108,False
2023-11-10,1114016400,,,,,,,4597.261,4630.026,False
2023-11-11,1114016400,,,,,,,,3203.291,True
2023-11-12,1114016400,,,,,,,,2915.361,True
2023-11-13,1114016400,,,,,,,,4473.041,False
2023-11-14,1114016400,-0.8,11.0,5.7,10.2,66.1,5626.031,,4538.401,False
2023-11-15,1114016400,2.0,10.8,7.0,10.2,71.4,5191.547,5626.031,4645.933,False
2023-11-16,1114016400,5.7,11.0,8.2,10.2,85.0,5657.912,5191.547,4597.261,False
2023-11-17,1114016400,-1.9,10.9,4.1,10.1,59.3,5521.643,5657.912,,False
2023-11-18,1114016400,-3.8,10.2,3.8,10.1,58.9,3952.063,5521.643,,True
2023-11-19,1114016400,-0.3,9.5,6.4,10.1,68.3,3212.29,3952.063,,True
2023-11-20,1114016400,1.8,9.5,5.3,10.1,58.4,5684.251,3212.29,,False
2023-11-21,1114016400,1.4,9.4,5.9,10.0,59.6,5191.037,5684.251,5626.031,False
2023-11-22,1114016400,2.9,9.4,8.0,10.0,68.1,5137.19,5191.037,5191.547,False
2023-11-23,1114016400,1.9,9.9,9.0,10.0,71.1,4877.285,5137.19,5657.912,False
2023-11-24,1114016400,-4.4,10.3,2.8,9.9,51.8,5779.811,4877.285,5521.643,False
2023-11-25,1114016400,-5.9,9.3,2.3,9.9,42.8,3530.903,5779.811,3952.063,True
2023-11-26,1114016400,-0.1,8.5,3.7,9.9,43.6,3151.832,3530.903,3212.29,True
2023-11-27,1114016400,4.4,8.6,7.8,9.9,82.9,5674.651,3151.832,5684.251,False
2023-11-28,1114016400,-1.2,8.8,3.9,9.8,57.5,6157.88,5674.651,5191.037,False
2023-11-29,1114016400,-4.0,8.3,3.3,9.8,58.9,6444.429,6157.88,5137.19,False
2023-11-30,1114016400,-7.3,7.5,2.1,9.8,48.5,7086.937,6444.429,4877.285,False
2023-12-01,1114016400,-6.8,6.8,2.6,9.8,55.3,6849.281,7086.937,5779.811,False
2023-12-02,1114016400,-4.4,6.2,4.3,9.8,60.8,3927.539,6849.281,3530.903,True
2023-12-03,1114016400,-2.8,6.0,3.5,9.8,56.3,3373.117,3927.539,3151.832,True
2023-12-04,1114016400,-3.0,5.9,4.4,9.7,59.5,5906.244,3373.117,5674.651,False
2023-12-05,1114016400,3.8,5.8,5.5,9.7,55.4,5573.763,5906.244,6157.88,False
2023-12-06,1114016400,3.9,6.2,7.2,9.7,76.1,5712.143,5573.763,6444.429,False
2023-12-07,1114016400,0.8,6.6,6.4,9.7,64.0,5514.233,5712.143,7086.937,False
2023-12-08,1114016400,5.1,6.8,10.0,9.7,73.4,4945.513,5514.233,6849.281,False
2023-12-09,1114016400,11.7,7.6,12.9,9.7,82.9,2987.202,4945.513,3927.539,True
2023-12-10,1114016400,6.7,8.6,8.9,9.7,67.9,2767.516,2987.202,3373.117,True
2023-12-11,1114016400,5.0,9.0,9.5,9.6,82.9,4944.875,2767.516,5906.244,False
2023-12-12,1114016400,3.5,9.1,6.7,9.6,75.6,5523.414,4944.875,5573.763,False
2023-12-13,1114016400,2.6,8.7,7.2,9.6,74.1,4284.917,5523.414,5712.143,False
2023-12-14,1114016400,6.2,8.6,8.9,9.6,85.8,4752.834,4284.917,5514.233,False
2023-12-15,1114016400,3.7,8.5,8.3,9.6,95.4,5275.79,4752.834,4945.513,False
2023-12-16,1114016400,-9.9,8.2,3.4,9.6,68.9,3855.181,5275.79,2987.202,True
2023-12-17,1114016400,-12.4,7.1,1.4,9.6,48.9,4435.139,3855.181,2767.516,True
2023-12-18,1114016400,-12.2,5.9,1.5,9.6,45.1,8266.449,4435.139,4944.875,False
2023-12-19,1114016400,-8.2,5.1,3.1,9.6,63.1,7681.896,8266.449,5523.414,False
2023-12-20,1114016400,-11.9,4.7,2.3,9.6,64.1,7707.095,7681.896,4284.917,False
2023-12-21,1114016400,-14.4,4.3,1.4,9.6,57.4,10545.712,7707.095,4752.834,False
2023-12-22,1114016400,-14.7,4.0,1.3,9.6,51.8,12262.564,10545.712,5275.79,False
2023-12-23,1114016400,-12.7,3.7,1.9,9.6,53.4,7681.131,12262.564,3855.181,True
2023-12-24,1114016400,-5.6,3.5,3.8,9.6,73.4,6588.442,7681.131,4435.139,True
2023-12-25,1114016400,-2.7,3.4,4.7,9.6,80.8,6607.949,6588.442,8266.449,True
2023-12-26,1114016400,-2.6,3.3,5.0,9.6,72.9,9561.711,6607.949,7681.896,False
2023-12-27,1114016400,-2.8,3.2,5.2,9.6,76.6,9432.962,9561.711,7707.095,False
2023-12-28,1114016400,-1.7,3.1,4.6,9.6,69.5,9243.7,9432.962,10545.712,False
2023-12-29,1114016400,-1.5,3.1,4.8,9.6,71.0,8540.702,9243.7,12262.564,False
2023-12-30,1114016400,-0.9,3.0,5.9,9.6,92.0,5946.342,8540.702,7681.131,True
2023-12-31,1114016400,0.6,3.0,6.8,9.6,95.5,5107.572,5946.342,6588.442,True
2024-01-01,1114016400,-0.3,2.8,6.3,9.6,83.4,4659.363,5107.572,6607.949,True
2024-01-02,1114016400,2.2,2.8,5.5,9.6,72.6,8180.366,4659.363,9561.711,False
2024-01-03,1114016400,-1.1,2.8,5.6,9.7,80.4,8942.075,8180.366,9432.962,False
2024-01-04,1114016400,-3.3,2.8,5.0,9.7,74.3,8901.579,8942.075,9243.7,False
2024-01-05,1114016400,1.4,2.8,6.7,9.7,77.1,8031.918,8901.579,8540.702,False
2024-01-06,1114016400,-2.7,3.0,4.0,9.7,63.9,5781.068,8031.918,5946.342,True
2024-01-07,1114016400,-8.3,3.0,2.5,9.7,57.4,5791.773,5781.068,5107.572,True
2024-01-08,1114016400,-10.3,2.9,2.5,9.7,57.8,10920.163,5791.773,4659.363,False
2024-01-09,1114016400,-1.9,2.8,5.0,9.7,84.0,10314.728,10920.163,8180.366,False
2024-01-10,1114016400,-4.1,2.8,4.9,9.8,85.9,9767.599,10314.728,8942.075,False
2024-01-11,1114016400,-2.4,2.8,5.6,9.8,80.6,9404.939,9767.599,8901.579,False
2024-01-12,1114016400,-1.4,2.8,4.0,9.8,61.6,8854.376,9404.939,8031.918,False
2024-01-13,1114016400,-3.8,2.8,2.7,9.8,44.3,5814.358,8854.376,5781.068,True
2024-01-14,1114016400,-3.3,2.7,4.4,9.8,74.5,5717.772,5814.358,5791.773,True
2024-01-15,1114016400,-6.9,2.6,2.3,9.9,51.3,10096.115,5717.772,10920.163,False
2024-01-16,1114016400,-7.2,2.6,2.6,9.9,49.8,10017.041,10096.115,10314.728,False
2024-01-17,1114016400,-2.3,2.5,5.1,9.9,78.5,9927.725,10017.041,9767.599,False
2024-01-18,1114016400,1.4,2.4,6.8,9.9,81.5,8505.003,9927.725,9404.939,False
2024-01-19,1114016400,,,,,,,8505.003,8854.376,False
2024-01-20,1114016400,1.9,2.3,5.4,10.0,69.5,2731.786,,5814.358,True
2024-01-21,1114016400,-2.4,2.5,5.3,10.0,75.8,4637.718,2731.786,5717.772,True
2024-01-22,1114016400,-11.9,2.7,2.2,10.0,65.6,10227.153,4637.718,10096.115,False
2024-01-23,1114016400,-14.0,2.4,1.4,10.0,53.6,12213.509,10227.153,10017.041,False
2024-01-24,1114016400,-11.2,2.3,1.7,10.1,52.0,11867.421,12213.509,9927.725,False
2024-01-25,1114016400,-9.7,2.2,2.0,10.1,47.8,11273.168,11867.421,8505.003,False
2024-01-26,1114016400,-6.9,2.1,3.4,10.1,62.5,10237.728,11273.168,,False
2024-01-27,1114016400,-4.6,2.0,4.0,10.2,70.0,6305.754,10237.728,2731.786,True
2024-01-28,1114016400,-5.0,1.9,3.4,10.2,62.3,5892.948,6305.754,4637.718,True
2022-12-04,1114016500,-5.2,7.5,1.8,9.7,38.9,118140.8915,,,True
2022-12-05,1114016500,-7.0,7.0,2.0,9.7,41.9,138856.4545,118140.8915,,False
2022-12-06,1114016500,-3.9,6.6,4.1,9.7,62.8,108704.0745,138856.4545,,False
2022-12-07,1114016500,,,,,,,108704.0745,,False
2022-12-08,1114016500,0.1,6.6,4.4,9.7,57.5,128843.728,,,False
2022-12-09,1114016500,0.9,6.6,5.1,9.7,60.8,125724.4115,128843.728,,False
2022-12-10,1114016500,-0.6,6.8,3.4,9.6,46.5,118915.408,125724.4115,,True
2022-12-11,1114016500,-1.5,6.5,3.5,9.6,52.5,104262.3875,118915.408,118140.8915,True
2022-12-12,1114016500,-2.0,6.2,5.3,9.6,73.4,133470.1265,104262.3875,138856.4545,False
2022-12-13,1114016500,-6.4,6.1,4.5,9.6,70.8,134279.84399999998,133470.1265,108704.0745,False
2022-12-14,1114016500,-11.0,6.0,1.6,9.6,50.1,146498.1015,134279.84399999998,,False
2022-12-15,1114016500,-8.5,5.4,3.6,9.6,79.1,149143.91,146498.1015,128843.728,False
2022-12-16,1114016500,-9.6,5.0,2.1,9.6,56.9,147734.36,149143.91,125724.4115,False
2022-12-17,1114016500,-9.8,4.8,1.9,9.6,52.0,133547.3835,147734.36,118915.408,True
2022-12-18,1114016500,-12.4,4.5,1.4,9.6,47.1,127392.454,133547.3835,104262.3875,True
2022-12-19,1114016500,-12.0,4.3,2.0,9.6,55.6,154388.3705,127392.454,133470.1265,False
2022-12-20,1114016500,-9.5,4.1,2.7,9.6,55.8,151015.5175,154388.3705,134279.84399999998,False
2022-12-21,1114016500,-2.6,4.0,5.0,9.6,82.4,148820.4055,151015.5175,146498.1015,False
2022-12-22,1114016500,-11.3,3.9,2.1,9.6,60.5,155550.719,148820.4055,149143.91,False
2022-12-23,1114016500,-13.7,3.7,1.5,9.6,60.5,159744.1915,155550.719,147734.36,False
2022-12-24,1114016500,-13.5,3.5,1.8,9.6,54.9,145275.5025,159744.1915,133547.3835,True
2022-12-25,1114016500,-9.6,3.4,2.7,9.6,66.5,125069.3335,145275.5025,127392.454,True
2022-12-26,1114016500,-7.9,3.2,3.1,9.6,68.4,155119.262,125069.3335,154388.3705,False
2022-12-27,1114016500,-7.3,3.1,3.5,9.6,69.8,124844.7135,155119.262,151015.5175,False
2022-12-28,1114016500,-6.0,3.0,2.8,9.6,58.1,134978.077,124844.7135,148820.4055,False
2022-12-29,1114016500,-7.8,2.9,2.8,9.6,56.3,137677.552,134978.077,155550.719,False
2022-12-30,1114016500,-4.4,2.9,3.5,9.6,65.6,132153.563,137677.552,159744.1915,False
2022-12-31,1114016500,,,,,,,132153.563,145275.5025,True
2023-01-01,1114016500,-4.3,2.8,3.3,9.6,54.5,119734.5395,,125069.3335,True
2023-01-02,1114016500,-7.4,2.7,2.0,9.6,45.9,144011.026,119734.5395,155119.262,False
2023-01-03,1114016500,-9.0,2.6,2.0,9.7,49.0,155450.638,144011.026,124844.7135,False
2023-01-04,1114016500,-5.7,2.5,2.7,9.7,51.4,153270.8875,155450.638,134978.077,False
2023-01-05,1114016500,-5.6,2.4,3.1,9.7,58.1,149305.1135,153270.8875,137677.552,False
2023-01-06,1114016500,-4.7,2.3,4.6,9.7,71.9,146771.7925,149305.1135,132153.563,False
2023-01-07,1114016500,-1.4,2.3,5.5,9.7,80.9,134276.8135,146771.7925,,True
2023-01-08,1114016500,-3.7,2.3,4.6,9.7,69.3,117165.08,134276.8135,119734.5395,True
2023-01-09,1114016500,-1.3,2.3,4.7,9.7,60.1,140233.939,117165.08,144011.026,False
2023-01-10,1114016500,-3.9,2.3,4.0,9.8,59.9,128561.337,140233.939,155450.638,False
2023-01-11,1114016500,-2.0,2.3,4.4,9.8,61.9,127406.699,128561.337,153270.8875,False
2023-01-12,1114016500,-0.6,2.3,4.1,9.8,46.6,122551.08,127406.699,149305.1135,False
2023-01-13,1114016500,5.1,1.3,10.8,9.8,99.1,120238.1315,122551.08,146771.7925,False
2023-01-14,1114016500,3.8,1.8,9.1,9.8,92.9,112769.0165,120238.1315,134276.8135,True
2023-01-15,1114016500,-3.5,1.9,5.7,9.9,93.9,113436.3115,112769.0165,117165.08,True
2023-01-16,1114016500,-6.8,2.1,2.8,9.9,63.1,112311.319,113436.3115,140233.939,False
2023-01-17,1114016500,-7.0,2.2,3.1,9.9,65.1,137423.9635,112311.319,128561.337,False
2023-01-18,1114016500,-4.6,2.3,3.1,9.9,60.5,135039.9045,137423.9635,127406.699,False
2023-01-19,1114016500,-6.0,2.3,4.2,9.9,69.3,133288.072,135039.9045,122551.08,False
2023-01-20,1114016500,-7.7,2.3,2.7,10.0,52.4,110715.614,133288.072,120238.1315,False
2023-01-21,1114016500,-10.5,2.3,2.4,10.0,55.4,104648.3,110715.614,112769.0165,True
2023-01-22,1114016500,-2.8,2.3,3.7,10.0,62.8,80177.7205,104648.3,113436.3115,True
2023-01-23,1114016500,-6.9,2.3,4.0,10.0,66.6,98440.536,80177.7205,112311.319,True
2023-01-24,1114016500,-17.0,2.2,1.0,10.1,51.9,112133.9135,98440.536,137423.9635,True
2023-01-25,1114016500,-17.3,2.0,1.1,10.1,45.1,111756.8885,112133.9135,135039.9045,False
2023-01-26,1114016500,-9.0,1.9,3.2,10.1,80.1,131769.483,111756.8885,133288.072,False
2023-01-27,1114016500,,,,,,,131769.483,110715.614,False
2023-01-28,1114016500,,,,,,,,104648.3,True
2023-01-29,1114016500,,,,,,,,80177.7205,True
2023-01-30,1114016500,,,,,,,,98440.536,False
2023-01-31,1114016500,,,,,,,,112133.9135,False
2023-02-01,1114016500,,,,,,,,111756.8885,False
2023-02-02,1114016500,,,,,,,,131769.483,False
2023-02-03,1114016500,,,,,,,,,False
2023-02-04,1114016500,,,,,,,,,True
2023-02-05,1114016500,,,,,,,,,True
2023-02-06,1114016500,,,,,,,,,False
2023-02-07,1114016500,,,,,,,,,False
2023-02-08,1114016500,,,,,,,,,False
2023-02-09,1114016500,-2.8,1.5,4.0,10.6,49.9,123540.218,,,False
2023-02-10,1114016500,1.1,1.5,6.4,10.6,79.6,122120.773,123540.218,,False
2023-02-11,1114016500,-1.2,1.5,5.4,10.7,73.0,113985.3455,122120.773,,True
2023-02-12,1114016500,,,,,,,113985.3455,,True
2023-02-13,1114016500,2.7,1.5,6.1,10.7,66.5,112858.565,,,False
2023-02-14,1114016500,-2.5,1.5,3.7,10.8,54.9,118418.454,112858.565,,False
2023-02-15,1114016500,-1.2,1.6,3.6,10.8,46.4,120111.0175,118418.454,,False
2023-02-16,1114016500,-0.7,1.7,4.9,10.9,68.3,124964.3625,120111.0175,123540.218,False
2023-02-17,1114016500,-1.5,1.9,5.1,10.9,67.8,119728.3595,124964.3625,122120.773,False
2023-02-18,1114016500,3.0,2.3,5.3,10.9,58.3,110975.4055,119728.3595,113985.3455,True
2023-02-19,1114016500,0.2,2.8,4.4,11.0,56.1,108877.119,110975.4055,,True
2023-02-20,1114016500,-3.5,3.2,2.7,11.0,46.4,124501.2685,108877.119,112858.565,False
2023-02-21,1114016500,-5.3,3.0,2.3,11.0,42.4,108630.8905,124501.2685,118418.454,False
2023-02-22,1114016500,-4.5,2.8,3.2,11.1,50.6,125389.31,108630.8905,120111.0175,False
2023-02-23,1114016500,-1.8,2.9,4.8,11.1,65.5,120784.055,125389.31,124964.3625,False
2023-02-24,1114016500,-0.4,3.3,4.4,11.2,57.9,118123.654,120784.055,119728.3595,False
2023-02-25,1114016500,-2.9,3.7,2.8,11.2,44.0,113927.821,118123.654,110975.4055,True
2023-02-26,1114016500,-3.4,3.6,3.3,11.2,46.6,98325.7705,113927.821,108877.119,True
2023-02-27,1114016500,-1.8,3.6,3.8,11.3,47.4,118840.5765,98325.7705,124501.2685,False
2023-02-28,1114016500,,,,,,,118840.5765,108630.8905,False
2023-03-01,1114016500,,,,,,,,125389.31,True
2023-03-02,1114016500,,,,,,,,120784.055,False
2023-03-03,1114016500,,,,,,,,118123.654,False
2023-03-04,1114016500,,,,,,,,113927.821,True
2023-03-05,1114016500,,,,,,,,98325.7705,True
2023-03-06,1114016500,2.2,5.7,4.7,11.5,41.9,107788.4845,,118840.5765,False
2023-03-07,1114016500,6.3,6.1,8.4,11.6,60.9,107820.949,107788.4845,,False
2023-03-08,1114016500,7.4,6.8,9.3,11.6,66.3,106866.565,107820.949,,False
2023-03-09,1114016500,,,,,,,106866.565,,False
2023-03-10,1114016500,6.2,7.6,8.8,11.7,62.1,105334.9005,,,False
2023-03-11,1114016500,10.2,8.2,8.3,11.8,52.0,100498.8075,105334.9005,,True
2023-03-12,1114016500,0.6,8.9,6.7,11.8,68.0,91822.1505,100498.8075,,True
2023-03-13,1114016500,-1.9,7.9,3.0,11.8,38.9,111789.9505,91822.1505,107788.4845,False
2023-03-14,1114016500,3.3,7.5,5.3,11.9,45.9,109027.648,111789.9505,107820.949,False
2023-03-15,1114016500,3.5,7.8,7.7,11.9,66.6,108356.409,109027.648,106866.565,False
2023-03-16,1114016500,0.4,7.7,3.1,12.0,36.8,109974.294,108356.409,,False
2023-03-17,1114016500,0.7,7.4,3.4,12.0,34.3,110057.619,109974.294,105334.9005,False
2023-03-18,1114016500,2.5,7.5,4.7,12.0,46.4,103673.53,110057.619,100498.8075,True
2023-03-19,1114016500,2.3,7.7,6.3,12.1,59.6,99732.7775,103673.53,91822.1505,True
2023-03-20,1114016500,2.6,8.1,5.5,12.1,50.4,107208.1315,99732.7775,111789.9505,False
2023-03-21,1114016500,5.0,8.4,5.0,12.2,35.1,105233.4675,107208.1315,109027.648,False
2023-03-22,1114016500,9.2,9.0,8.6,12.2,44.8,105425.881,105233.4675,108356.409,False
2023-03-23,1114016500,12.3,10.0,9.7,12.2,48.9,105553.367,105425.881,109974.294,False
2023-03-24,1114016500,7.6,10.8,5.3,12.3,36.8,104514.7705,105553.367,110057.619,False
2023-03-25,1114016500,8.0,10.8,8.5,12.3,59.9,101179.549,104514.7705,103673.53,True
2023-03-26,1114016500,4.7,10.9,3.9,12.4,34.0,90853.1985,101179.549,99732.7775,True
2023-03-27,1114016500,1.9,10.7,4.4,12.4,44.8,103595.1175,90853.1985,107208.1315,False
2023-03-28,1114016500,2.8,10.4,5.8,12.4,53.3,103462.107,103595.1175,105233.4675,False
2023-03-29,1114016500,5.1,10.4,6.5,12.5,50.3,101148.6895,103462.107,105425.881,False
2023-03-30,1114016500,6.4,10.7,6.2,12.5,42.5,102803.206,101148.6895,105553.367,False
2023-03-31,1114016500,7.5,11.1,6.9,12.6,42.5,104621.61,102803.206,104514.7705,False
2023-04-01,1114016500,9.4,11.6,7.5,12.6,40.4,99890.2895,104621.61,101179.549,True
2023-04-02,1114016500,11.9,12.2,6.0,12.6,29.6,98667.5795,99890.2895,90853.1985,True
2023-04-03,1114016500,11.3,12.6,6.1,12.7,29.4,103171.0925,98667.5795,103595.1175,False
2023-04-04,1114016500,12.7,13.1,7.5,12.7,40.4,104383.3135,103171.0925,103462.107,False
2023-04-05,1114016500,8.7,13.2,13.7,12.8,97.8,106409.087,104383.3135,101148.6895,False
2023-04-06,1114016500,7.4,12.8,10.7,12.8,94.6,105819.0195,106409.087,102803.206,False
2023-04-07,1114016500,4.6,12.1,7.3,12.8,65.0,103717.0705,105819.0195,104621.61,False
2023-04-08,1114016500,,,,,,,103717.0705,99890.2895,True
2023-04-09,1114016500,,,,,,,,98667.5795,True
2023-04-10,1114016500,,,,,,,,103171.0925,False
2023-04-11,1114016500,9.2,12.5,11.1,13.0,73.4,104683.8475,,104383.3135,False
2023-04-12,1114016500,4.8,12.1,5.3,13.0,45.1,103039.091,104683.8475,106409.087,False
2023-04-13,1114016500,5.1,12.1,5.7,13.1,45.0,103136.411,103039.091,105819.0195,False
2023-04-14,1114016500,11.9,12.2,10.7,13.1,58.6,103404.4985,103136.411,103717.0705,False
2023-04-15,1114016500,9.3,12.9,12.6,13.2,81.8,101151.994,103404.4985,,True
2023-04-16,1114016500,7.5,13.0,9.0,13.2,71.4,97947.662,101151.994,,True
2023-04-17,1114016500,6.8,12.9,8.5,13.2,59.0,102894.095,97947.662,,False
2023-04-18,1114016500,10.7,13.2,12.4,13.3,78.6,102527.34,102894.095,104683.8475,False
