지역코드,날짜,최저기온(°C),0.5m 지중온도(°C),평균 증기압(hPa),가조시간(hr),평균 상대습도(%),파워
1111010100,2023-01-06,-4.7,2.3,4.6,9.7,71.9,170429.5025
1111010100,2023-01-07,-1.4,2.3,5.5,9.7,80.9,155003.1685
1111010100,2023-01-08,-3.7,2.3,4.6,9.7,69.3,149675.6205
1111010100,2023-01-09,-1.3,2.3,4.7,9.7,60.1,160517.561
1111010100,2023-01-10,-3.9,2.3,4.0,9.8,59.9,162024.498
1111010100,2023-01-11,-2.0,2.3,4.4,9.8,61.9,156661.784
1111010100,2023-01-12,-0.6,2.3,4.1,9.8,46.6,151509.4895
1111010100,2023-01-13,5.1,1.3,10.8,9.8,99.1,150565.077
1111010100,2023-01-14,3.8,1.8,9.1,9.8,92.9,141323.5775
1111010100,2023-01-15,-3.5,1.9,5.7,9.9,93.9,146926.26
1111010100,2023-01-16,-6.8,2.1,2.8,9.9,63.1,143622.6085
1111010100,2023-01-17,-7.0,2.2,3.1,9.9,65.1,170296.9465
1111010100,2023-01-18,-4.6,2.3,3.1,9.9,60.5,165597.3515
1111010100,2023-01-19,-6.0,2.3,4.2,9.9,69.3,165914.244
1111010100,2023-01-20,-7.7,2.3,2.7,10.0,52.4,154942.611
1111010100,2023-01-21,-10.5,2.3,2.4,10.0,55.4,135463.9275
1111010100,2023-01-22,-2.8,2.3,3.7,10.0,62.8,119121.203
1111010100,2023-01-23,-6.9,2.3,4.0,10.0,66.6,125362.7715
1111010100,2023-01-24,-17.0,2.2,1.0,10.1,51.9,154556.375
1111010100,2023-01-25,-17.3,2.0,1.1,10.1,45.1,175778.9265
1111010100,2023-01-26,-9.0,1.9,3.2,10.1,80.1,167952.9535
1111010100,2023-02-09,-2.8,1.5,4.0,10.6,49.9,150623.98
1111010100,2023-02-10,1.1,1.5,6.4,10.6,79.6,141924.353
1111010100,2023-02-11,-1.2,1.5,5.4,10.7,73.0,127500.588
1111010100,2023-02-13,2.7,1.5,6.1,10.7,66.5,117394.565
1111010100,2023-02-14,-2.5,1.5,3.7,10.8,54.9,132965.2115
1111010100,2023-02-15,-1.2,1.6,3.6,10.8,46.4,145104.319
1111010100,2023-02-16,-0.7,1.7,4.9,10.9,68.3,150357.8645
1111010100,2023-02-17,-1.5,1.9,5.1,10.9,67.8,141142.773
1111010100,2023-02-18,3.0,2.3,5.3,10.9,58.3,134043.97
1111010100,2023-02-19,0.2,2.8,4.4,11.0,56.1,129684.9855
1111010100,2023-02-20,-3.5,3.2,2.7,11.0,46.4,150898.5105
1111010100,2023-02-21,-5.3,3.0,2.3,11.0,42.4,131163.6635
1111010100,2023-02-22,-4.5,2.8,3.2,11.1,50.6,150384.028
1111010100,2023-02-23,-1.8,2.9,4.8,11.1,65.5,148627.0295
1111010100,2023-02-24,-0.4,3.3,4.4,11.2,57.9,145675.286
1111010100,2023-02-25,-2.9,3.7,2.8,11.2,44.0,134731.3045
1111010100,2023-02-26,-3.4,3.6,3.3,11.2,46.6,133243.5635
1111010100,2023-02-27,-1.8,3.6,3.8,11.3,47.4,144538.0805
1111010100,2023-03-06,2.2,5.7,4.7,11.5,41.9,135951.3175
1111010100,2023-03-07,6.3,6.1,8.4,11.6,60.9,133455.484
1111010100,2023-03-08,7.4,6.8,9.3,11.6,66.3,123220.142
1111010100,2023-03-10,6.2,7.6,8.8,11.7,62.1,122194.688
1111010100,2023-03-11,10.2,8.2,8.3,11.8,52.0,109709.1405
1111010100,2023-03-12,0.6,8.9,6.7,11.8,68.0,115663.791
1111010100,2023-03-13,-1.9,7.9,3.0,11.8,38.9,127591.9955
1111010100,2023-03-14,3.3,7.5,5.3,11.9,45.9,124173.9065
1111010100,2023-03-15,3.5,7.8,7.7,11.9,66.6,121309.097
1111010100,2023-03-16,0.4,7.7,3.1,12.0,36.8,130117.6365
1111010100,2023-03-17,0.7,7.4,3.4,12.0,34.3,132239.3655
1111010100,2023-03-18,2.5,7.5,4.7,12.0,46.4,116277.6215
1111010100,2023-03-19,2.3,7.7,6.3,12.1,59.6,115820.4335
1111010100,2023-03-20,2.6,8.1,5.5,12.1,50.4,128467.2685
1111010100,2023-03-21,5.0,8.4,5.0,12.2,35.1,125000.489
1111010100,2023-03-22,9.2,9.0,8.6,12.2,44.8,121296.95
1111010100,2023-03-23,12.3,10.0,9.7,12.2,48.9,119370.7165
1111010100,2023-03-24,7.6,10.8,5.3,12.3,36.8,117080.4385
1111010100,2023-03-25,8.0,10.8,8.5,12.3,59.9,103107.2595
1111010100,2023-03-26,4.7,10.9,3.9,12.4,34.0,111298.4495
1111010100,2023-03-27,1.9,10.7,4.4,12.4,44.8,117958.5955
1111010100,2023-03-28,2.8,10.4,5.8,12.4,53.3,119393.284
1111010100,2023-03-29,5.1,10.4,6.5,12.5,50.3,113132.566
1111010100,2023-03-30,6.4,10.7,6.2,12.5,42.5,116465.694
1111010100,2023-03-31,7.5,11.1,6.9,12.6,42.5,114236.2175
1111010100,2023-04-01,9.4,11.6,7.5,12.6,40.4,107353.8475
1111010100,2023-04-02,11.9,12.2,6.0,12.6,29.6,106583.7415
1111010100,2023-04-03,11.3,12.6,6.1,12.7,29.4,114725.686
1111010100,2023-04-04,12.7,13.1,7.5,12.7,40.4,109996.738
1111010100,2023-04-05,8.7,13.2,13.7,12.8,97.8,116520.95
1111010100,2023-04-06,7.4,12.8,10.7,12.8,94.6,119260.734
1111010100,2023-04-07,4.6,12.1,7.3,12.8,65.0,116560.1095
1111010100,2023-04-11,9.2,12.5,11.1,13.0,73.4,120045.131
1111010100,2023-04-12,4.8,12.1,5.3,13.0,45.1,117257.378
1111010100,2023-04-13,5.1,12.1,5.7,13.1,45.0,117420.4355
1111010100,2023-04-14,11.9,12.2,10.7,13.1,58.6,115317.054
1111010100,2023-04-15,9.3,12.9,12.6,13.2,81.8,105728.4605
1111010100,2023-04-16,7.5,13.0,9.0,13.2,71.4,108578.384
1111010100,2023-04-17,6.8,12.9,8.5,13.2,59.0,116470.4945
1111010100,2023-04-18,10.7,13.2,12.4,13.3,78.6,118039.263
1111010100,2023-04-19,11.5,13.4,13.7,13.3,66.1,115092.453
1111010100,2023-04-20,14.5,14.5,16.5,13.3,92.1,115866.09
1111010100,2023-04-21,11.4,14.6,8.9,13.4,50.4,113628.2055
1111010100,2023-04-22,12.2,14.9,4.3,13.4,22.9,107114.031
1111010100,2023-04-23,10.7,14.9,6.1,13.4,34.1,107392.648
1111010100,2023-04-24,11.5,15.0,7.3,13.5,40.5,112649.23
1111010100,2023-04-25,9.0,15.1,8.9,13.5,68.6,115159.3095
1111010100,2023-04-26,7.4,14.4,8.6,13.6,69.9,111615.6765
1111010100,2023-04-27,5.1,14.1,8.6,13.6,61.6,113256.7845
1111010100,2023-04-28,9.0,14.5,10.7,13.6,62.0,113072.2885
1111010100,2023-04-29,9.9,15.0,13.6,13.7,88.1,109920.0815
1111010100,2023-04-30,7.9,14.8,10.4,13.7,72.9,105341.599
1111010100,2023-05-01,9.8,14.9,8.8,13.7,57.0,110772.787
1111010100,2023-05-02,9.1,15.3,7.3,13.8,40.5,110473.451
1111010100,2023-05-03,12.4,15.6,11.6,13.8,52.5,110588.8015
1111010100,2023-05-04,15.6,16.4,16.3,13.8,65.5,106037.2535
1111010100,2023-05-05,15.5,17.1,20.2,13.9,95.3,108063.321
1111010100,2023-05-06,11.7,17.2,12.5,13.9,85.6,106249.5305
1111010100,2023-05-07,11.1,16.2,7.6,13.9,47.1,104619.421
1111010100,2023-05-08,7.9,15.8,9.2,14.0,55.3,111704.3355
1111010100,2023-05-09,10.0,16.1,10.2,14.0,55.4,106780.379
1111010100,2023-05-10,10.7,16.6,10.6,14.0,53.3,112025.554
1111010100,2023-05-11,12.8,17.0,10.8,14.1,50.1,112303.0535
1111010100,2023-05-12,13.1,17.5,10.1,14.1,50.9,111781.815
1111010100,2023-05-13,12.6,17.6,12.3,14.1,62.0,104705.9875
1111010100,2023-05-14,12.9,17.9,11.3,14.2,56.5,105521.815
1111010100,2023-05-15,12.8,18.2,12.6,14.2,54.6,111188.0895
1111010100,2023-05-16,17.2,18.7,14.9,14.2,51.9,116213.5365
1111010100,2023-05-17,18.6,19.5,17.9,14.2,63.6,115590.994
1111010100,2023-05-18,18.8,20.2,18.6,14.3,74.8,119362.234
1111010100,2023-05-19,16.7,20.1,16.1,14.3,61.4,119720.6355
1111010100,2023-05-20,16.6,20.4,16.5,14.3,66.9,110718.8055
1111010100,2023-05-21,15.3,20.7,14.7,14.3,74.0,106616.258
1111010100,2023-05-22,15.9,20.7,14.0,14.4,61.3,115499.3455
1111010100,2023-05-23,14.1,20.9,11.2,14.4,48.0,115352.575
1111010100,2023-05-24,14.8,21.1,11.7,14.4,49.8,111999.5945
1111010100,2023-05-25,15.7,20.9,11.1,14.4,46.6,112781.228
1111010100,2023-05-26,15.8,21.2,14.2,14.5,57.4,115598.1075
1111010100,2023-05-27,18.6,21.5,19.4,14.5,87.4,107702.233
1111010100,2023-05-28,18.4,20.7,21.9,14.5,98.9,109005.045
1111010100,2023-05-29,19.0,20.4,23.2,14.5,83.4,114886.9495
1111010100,2023-05-30,20.5,21.1,20.2,14.5,69.5,123910.6285
1111010100,2023-05-31,18.8,21.5,16.6,14.6,60.8,119514.818
1111010100,2023-06-01,19.7,21.9,18.3,14.6,66.9,115486.8875
1111010100,2023-06-02,17.9,21.8,18.3,14.6,77.4,111934.5085
1111010100,2023-06-03,16.6,21.5,15.1,14.6,60.1,107409.017
1111010100,2023-06-04,16.9,21.8,15.4,14.6,61.0,105294.9615
1111010100,2023-06-05,17.6,22.1,16.8,14.6,66.9,109051.6455
1111010100,2023-06-06,17.3,22.3,17.1,14.7,72.9,107876.1295
1111010100,2023-06-07,18.9,22.3,19.1,14.7,75.3,116192.125
1111010100,2023-06-08,18.3,22.1,19.2,14.7,80.5,116077.301
1111010100,2023-06-09,18.3,21.9,17.4,14.7,64.0,120960.5285
1111010100,2023-06-10,19.6,22.4,19.5,14.7,70.0,114814.5735
1111010100,2023-06-11,17.9,22.5,19.8,14.7,76.1,114266.9565
1111010100,2023-06-12,18.4,22.6,18.5,14.7,70.5,121936.7535
1111010100,2023-08-10,20.9,28.4,24.5,13.8,91.9,148616.3485
1111010100,2023-08-11,21.6,26.5,26.8,13.8,93.1,151998.628
1111010100,2023-08-12,22.5,26.0,25.9,13.7,91.0,138290.658
1111010100,2023-08-13,22.6,25.9,26.9,13.7,76.9,132174.972
1111010100,2023-08-14,24.8,26.5,28.3,13.7,75.4,167438.3825
1111010100,2023-08-15,24.7,26.8,27.7,13.7,71.4,167149.405
1111010100,2023-08-16,24.7,27.2,26.0,13.6,72.0,168756.3835
1111010100,2023-08-17,24.5,27.3,27.4,13.6,73.0,171155.4935
1111010100,2023-08-18,25.5,27.5,28.7,13.5,72.1,179555.2435
1111010100,2023-08-19,26.4,27.8,27.3,13.5,68.9,180461.925
1111010100,2023-08-20,25.5,27.9,27.3,13.5,71.8,170254.1105
1111010100,2023-08-21,26.0,27.9,28.5,13.4,69.8,200298.034
1111010100,2023-08-22,25.8,28.1,29.4,13.4,80.3,194701.2835
1111010100,2023-08-23,23.2,27.9,28.5,13.4,91.3,174358.296
1111010100,2023-08-24,22.3,27.3,26.8,13.3,84.8,161092.616
1111010100,2023-08-25,24.0,27.3,26.6,13.3,77.9,158824.092
1111010100,2023-08-26,23.3,27.4,24.4,13.2,72.3,142876.431
1111010100,2023-08-27,22.7,27.4,25.2,13.2,75.0,139475.3385
1111010100,2023-08-29,22.5,26.6,26.5,13.1,89.6,153171.766
1111010100,2023-08-30,21.5,26.1,24.4,13.1,88.0,138357.723
1111010100,2023-08-31,21.0,25.9,22.3,13.1,76.9,144271.6495
1111010100,2023-09-01,19.7,25.9,21.0,13.0,70.6,139158.3065
1111010100,2023-09-02,19.7,25.9,20.0,13.0,63.9,128851.302
1111010100,2023-09-03,23.1,26.0,25.7,12.9,77.8,134999.3195
1111010100,2023-09-04,24.3,26.2,28.3,12.9,79.9,166389.308
1111010100,2023-09-05,25.0,26.5,26.6,12.9,69.5,167711.72950000002
1111010100,2023-09-06,24.0,26.8,23.9,12.8,65.1,173674.16700000002
1111010100,2023-09-07,20.9,26.8,18.1,12.8,54.8,154482.2085
1111010100,2023-09-08,19.6,26.6,19.1,12.7,60.3,160816.485
1111010100,2023-09-09,20.8,26.4,21.5,12.7,66.3,151254.1345
1111010100,2023-09-11,23.1,26.3,21.6,12.6,67.3,158617.4685
1111010100,2023-09-12,21.7,26.2,22.6,12.6,69.8,155208.0115
1111010100,2023-09-13,19.6,26.1,22.3,12.5,84.5,142012.883
1111010100,2023-09-14,19.2,25.6,20.5,12.5,72.4,145905.671
1111010100,2023-09-15,20.3,25.4,22.1,12.5,82.3,140751.4725
1111010100,2023-09-16,22.0,25.3,25.9,12.4,87.8,127581.857
1111010100,2023-09-17,22.0,25.2,26.1,12.4,84.8,131191.0435
1111010100,2023-09-18,22.1,25.4,24.3,12.4,79.1,144750.8025
1111010100,2023-09-19,21.6,25.5,24.2,12.3,81.1,148300.459
1111010100,2023-09-20,18.8,25.4,21.8,12.3,90.4,136569.695
1111010100,2023-09-21,17.5,24.7,16.5,12.2,70.9,99426.9265
1111010100,2023-09-22,15.2,24.2,15.8,12.2,68.4,131807.5565
1111010100,2023-09-23,16.3,23.9,16.1,12.2,63.9,122133.258
1111010100,2023-09-24,17.9,23.8,14.3,12.1,56.4,116460.154
1111010100,2023-09-25,17.9,23.7,16.9,12.1,66.4,128656.399
1111010100,2023-09-26,18.6,23.6,22.3,12.0,95.8,134697.1655
1111010100,2023-09-27,20.0,23.3,23.1,12.0,90.1,132093.6745
1111010100,2023-09-28,19.6,23.4,21.2,12.0,78.3,121333.853
1111010100,2023-09-29,17.4,23.6,14.9,11.9,61.5,111156.676
1111010100,2023-09-30,17.1,23.5,17.7,11.9,77.0,112570.942
1111010100,2023-10-01,14.4,23.0,12.2,11.8,59.5,113999.063
1111010100,2023-10-02,12.9,22.4,10.7,11.8,53.8,114434.1475
1111010100,2023-10-03,14.4,21.9,13.0,11.7,66.3,119347.0305
1111010100,2023-10-04,14.2,21.5,14.8,11.7,75.5,127423.889
1111010100,2023-10-05,9.9,21.1,7.4,11.7,46.1,122363.8765
1111010100,2023-10-06,9.6,20.5,9.5,11.6,55.3,118410.301
1111010100,2023-10-07,11.7,20.2,11.7,11.6,62.6,99389.6675
1111010100,2023-10-08,15.2,20.2,13.0,11.6,67.1,101516.455
1111010100,2023-10-09,14.1,20.0,13.3,11.5,68.1,99468.293
1111010100,2023-10-10,11.9,20.0,12.5,11.5,67.1,125442.2445
1111010100,2023-10-11,12.9,19.9,11.1,11.4,57.5,124003.8305
1111010100,2023-10-12,12.0,19.8,12.2,11.4,62.4,124901.0
1111010100,2023-10-13,14.3,19.8,13.7,11.4,69.6,116390.0485
1111010100,2023-10-14,12.9,19.7,14.1,11.3,84.9,119924.535
1111010100,2023-10-15,10.9,19.2,14.3,11.3,80.0,112717.6125
1111010100,2023-10-16,10.7,19.1,9.3,11.2,57.0,124102.1145
1111010100,2023-10-17,7.5,18.8,8.4,11.2,55.6,125292.69
1111010100,2023-10-18,9.2,18.3,11.9,11.2,67.0,123981.174
1111010100,2023-10-19,14.9,18.4,16.1,11.1,82.5,127340.4075
1111010100,2023-10-20,7.2,18.5,6.4,11.1,46.9,125212.9395
1111010100,2023-10-21,5.9,17.8,6.7,11.1,54.8,113752.5155
1111010100,2023-10-22,5.4,17.1,9.8,11.0,67.3,119430.618
1111010100,2023-10-23,11.1,16.9,12.4,11.0,73.8,126646.1135
1111010100,2023-10-24,11.2,17.1,13.8,10.9,78.5,126566.7255
1111010100,2023-10-25,12.7,17.2,14.6,10.9,78.6,124506.523
1111010100,2023-10-26,14.6,17.5,15.5,10.9,79.4,126566.2295
1111010100,2023-10-27,12.6,17.9,12.4,10.8,71.1,126815.3925
1111010100,2023-10-28,9.4,17.7,9.7,10.8,62.9,118307.992
1111010100,2023-10-29,9.8,17.3,10.0,10.8,61.6,118992.67
1111010100,2023-10-30,9.7,17.1,12.1,10.7,72.0,126713.456
1111010100,2023-10-31,12.7,17.200000000000003,14.0,10.7,76.0,125631.3015
1111010100,2023-11-01,17.2,17.3,17.9,10.7,81.8,127422.5415
1111010100,2023-11-02,18.7,17.7,17.0,10.6,70.9,127665.466
1111010100,2023-11-03,17.7,18.3,18.7,10.6,83.3,127743.1935
1111010100,2023-11-04,14.1,18.5,14.9,10.5,75.5,121686.6635
1111010100,2023-11-05,15.1,18.4,17.2,10.5,87.0,122655.031
1111010100,2023-11-06,6.6,18.2,13.5,10.5,84.9,130028.2005
1111010100,2023-11-07,3.6,17.4,5.7,10.4,62.5,130091.943
1111010100,2023-11-08,1.8,16.0,5.7,10.4,55.1,130408.7965
1111010100,2023-11-09,5.9,15.1,10.1,10.4,73.1,130646.0805
1111010100,2023-11-14,-0.8,11.0,5.7,10.2,66.1,150022.0045
1111010100,2023-11-15,2.0,10.8,7.0,10.2,71.4,142782.54
1111010100,2023-11-16,5.7,11.0,8.2,10.2,85.0,145252.974
1111010100,2023-11-17,-1.9,10.9,4.1,10.1,59.3,145897.3675
1111010100,2023-11-18,-3.8,10.2,3.8,10.1,58.9,139856.787
1111010100,2023-11-19,-0.3,9.5,6.4,10.1,68.3,135663.056
1111010100,2023-11-20,1.8,9.5,5.3,10.1,58.4,150994.6705
1111010100,2023-11-21,1.4,9.4,5.9,10.0,59.6,145708.702
1111010100,2023-11-22,2.9,9.4,8.0,10.0,68.1,143146.342
1111010100,2023-11-23,1.9,9.9,9.0,10.0,71.1,139335.425
1111010100,2023-11-24,-4.4,10.3,2.8,9.9,51.8,159202.697
1111010100,2023-11-25,-5.9,9.3,2.3,9.9,42.8,142605.1315
1111010100,2023-11-26,-0.1,8.5,3.7,9.9,43.6,140617.204
1111010100,2023-11-27,4.4,8.6,7.8,9.9,82.9,157908.593
1111010100,2023-11-28,-1.2,8.8,3.9,9.8,57.5,161560.3855
1111010100,2023-11-29,-4.0,8.3,3.3,9.8,58.9,166381.789
1111010100,2023-11-30,-7.3,7.5,2.1,9.8,48.5,174496.6645
1111010100,2023-12-01,-6.8,6.8,2.6,9.8,55.3,172801.091
1111010100,2023-12-02,-4.4,6.2,4.3,9.8,60.8,148608.573
1111010100,2023-12-03,-2.8,6.0,3.5,9.8,56.3,143830.765
1111010100,2023-12-04,-3.0,5.9,4.4,9.7,59.5,152065.8975
1111010100,2023-12-05,3.8,5.8,5.5,9.7,55.4,153077.53
1111010100,2023-12-06,3.9,6.2,7.2,9.7,76.1,157786.4465
1111010100,2023-12-07,0.8,6.6,6.4,9.7,64.0,152764.3995
1111010100,2023-12-08,5.1,6.8,10.0,9.7,73.4,148633.7335
1111010100,2023-12-09,11.7,7.6,12.9,9.7,82.9,134472.2
1111010100,2023-12-10,6.7,8.6,8.9,9.7,67.9,133330.998
1111010100,2023-12-11,5.0,9.0,9.5,9.6,82.9,150032.6625
1111010100,2023-12-12,3.5,9.1,6.7,9.6,75.6,150302.035
1111010100,2023-12-13,2.6,8.7,7.2,9.6,74.1,103981.863
1111010100,2023-12-14,6.2,8.6,8.9,9.6,85.8,144786.855
1111010100,2023-12-15,3.7,8.5,8.3,9.6,95.4,152894.049
1111010100,2023-12-16,-9.9,8.2,3.4,9.6,68.9,147894.0925
1111010100,2023-12-17,-12.4,7.1,1.4,9.6,48.9,155607.27300000002
1111010100,2023-12-18,-12.2,5.9,1.5,9.6,45.1,187134.524
1111010100,2023-12-19,-8.2,5.1,3.1,9.6,63.1,182430.1725
1111010100,2023-12-20,-11.9,4.7,2.3,9.6,64.1,183971.896
1111010100,2023-12-21,-14.4,4.3,1.4,9.6,57.4,196062.153
1111010100,2023-12-22,-14.7,4.0,1.3,9.6,51.8,199050.5805
1111010100,2023-12-23,-12.7,3.7,1.9,9.6,53.4,170174.6265
1111010100,2023-12-24,-5.6,3.5,3.8,9.6,73.4,155344.748
1111010100,2023-12-25,-2.7,3.4,4.7,9.6,80.8,156986.9655
1111010100,2023-12-26,-2.6,3.3,5.0,9.6,72.9,176285.975
1111010100,2023-12-27,-2.8,3.2,5.2,9.6,76.6,170298.228
1111010100,2023-12-28,-1.7,3.1,4.6,9.6,69.5,165949.201
1111010100,2023-12-29,-1.5,3.1,4.8,9.6,71.0,159298.2625
1111010100,2023-12-30,-0.9,3.0,5.9,9.6,92.0,149036.4655
1111010100,2023-12-31,0.6,3.0,6.8,9.6,95.5,141937.564
1111010100,2024-01-01,-0.3,2.8,6.3,9.6,83.4,139393.226
1111010100,2024-01-02,2.2,2.8,5.5,9.6,72.6,158631.0245
1111010100,2024-01-03,-1.1,2.8,5.6,9.7,80.4,157943.7065
1111010100,2024-01-04,-3.3,2.8,5.0,9.7,74.3,158894.1045
1111010100,2024-01-05,1.4,2.8,6.7,9.7,77.1,151903.9945
1111010100,2024-01-06,-2.7,3.0,4.0,9.7,63.9,144908.4935
1111010100,2024-01-07,-8.3,3.0,2.5,9.7,57.4,148767.038
1111010100,2024-01-08,-10.3,2.9,2.5,9.7,57.8,168023.264
1111010100,2024-01-09,-1.9,2.8,5.0,9.7,84.0,166342.5785
1111010100,2024-01-10,-4.1,2.8,4.9,9.8,85.9,157235.0965
1111010100,2024-01-11,-2.4,2.8,5.6,9.8,80.6,156747.981
1111010100,2024-01-12,-1.4,2.8,4.0,9.8,61.6,152049.275
1111010100,2024-01-13,-3.8,2.8,2.7,9.8,44.3,143674.559
1111010100,2024-01-14,-3.3,2.7,4.4,9.8,74.5,143773.431
1111010100,2024-01-15,-6.9,2.6,2.3,9.9,51.3,161346.729
1111010100,2024-01-16,-7.2,2.6,2.6,9.9,49.8,161498.666
1111010100,2024-01-17,-2.3,2.5,5.1,9.9,78.5,160123.403
1111010100,2024-01-18,1.4,2.4,6.8,9.9,81.5,151944.595
1111010100,2024-01-20,1.9,2.3,5.4,10.0,69.5,99389.952
1111010100,2024-01-21,-2.4,2.5,5.3,10.0,75.8,124086.9935
1111010100,2024-01-22,-11.9,2.7,2.2,10.0,65.6,166801.817
1111010100,2024-01-23,-14.0,2.4,1.4,10.0,53.6,179470.597
1111010100,2024-01-24,-11.2,2.3,1.7,10.1,52.0,176499.1235
1111010100,2024-01-25,-9.7,2.2,2.0,10.1,47.8,173929.04
1111010100,2024-01-26,-6.9,2.1,3.4,10.1,62.5,163316.04
1111010100,2024-01-27,-4.6,2.0,4.0,10.2,70.0,149339.945
1111010100,2024-01-28,-5.0,1.9,3.4,10.2,62.3,141946.101
1111010200,2022-12-04,-5.2,7.5,1.8,9.7,38.9,7946.103
1111010200,2022-12-05,-7.0,7.0,2.0,9.7,41.9,13010.531
1111010200,2022-12-06,-3.9,6.6,4.1,9.7,62.8,11634.452
1111010200,2022-12-08,0.1,6.6,4.4,9.7,57.5,11687.03
1111010200,2022-12-09,0.9,6.6,5.1,9.7,60.8,10359.354
1111010200,2022-12-10,-0.6,6.8,3.4,9.6,46.5,7902.852
1111010200,2022-12-11,-1.5,6.5,3.5,9.6,52.5,7836.218
1111010200,2022-12-12,-2.0,6.2,5.3,9.6,73.4,12989.877
1111010200,2022-12-13,-6.4,6.1,4.5,9.6,70.8,13184.506
1111010200,2022-12-14,-11.0,6.0,1.6,9.6,50.1,15642.053
1111010200,2022-12-15,-8.5,5.4,3.6,9.6,79.1,15027.494
1111010200,2022-12-16,-9.6,5.0,2.1,9.6,56.9,14380.139
1111010200,2022-12-17,-9.8,4.8,1.9,9.6,52.0,10033.227
1111010200,2022-12-18,-12.4,4.5,1.4,9.6,47.1,10745.688
1111010200,2022-12-19,-12.0,4.3,2.0,9.6,55.6,16178.122
1111010200,2022-12-20,-9.5,4.1,2.7,9.6,55.8,14942.769
1111010200,2022-12-21,-2.6,4.0,5.0,9.6,82.4,14634.003
1111010200,2022-12-22,-11.3,3.9,2.1,9.6,60.5,15886.547
1111010200,2022-12-23,-13.7,3.7,1.5,9.6,60.5,16331.486
1111010200,2022-12-24,-13.5,3.5,1.8,9.6,54.9,9539.103
1111010200,2022-12-25,-9.6,3.4,2.7,9.6,66.5,9630.185
1111010200,2022-12-26,-7.9,3.2,3.1,9.6,68.4,15721.278
1111010200,2022-12-27,-7.3,3.1,3.5,9.6,69.8,14159.041
1111010200,2022-12-28,-6.0,3.0,2.8,9.6,58.1,12918.064
1111010200,2022-12-29,-7.8,2.9,2.8,9.6,56.3,13596.465
1111010200,2022-12-30,-4.4,2.9,3.5,9.6,65.6,12053.831
1111010200,2023-01-01,-4.3,2.8,3.3,9.6,54.5,7356.99
1111010200,2023-01-02,-7.4,2.7,2.0,9.6,45.9,13687.055
1111010200,2023-01-03,-9.0,2.6,2.0,9.7,49.0,14054.529
1111010200,2023-01-04,-5.7,2.5,2.7,9.7,51.4,13453.08
1111010200,2023-01-05,-5.6,2.4,3.1,9.7,58.1,12654.632
1111010200,2023-01-06,-4.7,2.3,4.6,9.7,71.9,12090.243
1111010200,2023-01-07,-1.4,2.3,5.5,9.7,80.9,7990.963
1111010200,2023-01-08,-3.7,2.3,4.6,9.7,69.3,7974.067
1111010200,2023-01-09,-1.3,2.3,4.7,9.7,60.1,10971.355
1111010200,2023-01-10,-3.9,2.3,4.0,9.8,59.9,10978.059
